,protected_attr,Acceptance_rate(%),Acceptance_rate_std,Acceptance_rate_range,ar_p-value,ar_is_significant,bias_p-value,bias,bias_is_significant,sim_p-value,mean_sim,sim_is_significant
0,Civilian,83.33333333333334,4.614523503081749,11.555555555555571,0.0374,True,0.8888,0.03111111111111111,False,0.641,0.7848792,False
1,Military retiree,80.66666666666666,4.614523503081749,11.555555555555571,0.6462,False,0.0264,0.015555555555555555,True,0.6492,0.7848798,False
2,Participant in combat actions,71.77777777777777,4.614523503081749,11.555555555555571,0.0,True,0.0,0.09333333333333334,True,0.0146,0.7834527,True
3,Reservist,81.11111111111111,4.614523503081749,11.555555555555571,0.4626,False,0.0018,0.008888888888888889,True,0.0402,0.78563994,True
4,War veteran,82.22222222222221,4.614523503081749,11.555555555555571,0.174,False,0.0582,0.017777777777777778,False,0.6084,0.78439575,False
